sent0	sent1	label
who is the leader of <e> right now?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .	0
who is the leader of <e> right now?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.component_bodies ?x .	0
who is the leader of <e> right now?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .	0
who is the leader of <e> right now?	ns:royalty.kingdom.rulers ?y .?y ns:royalty.monarch.kingdom ?x .	0
who is the leader of <e> right now?	ns:royalty.kingdom.rulers ?y .?y ns:user.alexbl.honorary_title.titled_person.honorary_title ?x .	0
who is the leader of <e> right now?	ns:royalty.kingdom.rulers ?y .?y ns:royalty.noble_person.titles ?x .	0
who is the leader of <e> right now?	ns:royalty.kingdom.rulers ?y .?y ns:people.person.religion ?x .	0
who is the leader of <e> right now?	ns:royalty.kingdom.rulers ?y .?y ns:royalty.monarch.from_date ?x .	0
who is the leader of <e> right now?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:type.object.type ?x .	0
who is the leader of <e> right now?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.rate ?x .	0
who is the leader of <e> right now?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.source ?x .	0
who is the leader of <e> right now?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.date ?x .	0
who is the leader of <e> right now?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .	0
who is the leader of <e> right now?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_combatant ?x .	0
who is the leader of <e> right now?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_conflict ?x .	0
who is the leader of <e> right now?	ns:military.military_combatant.military_commanders ?y .?y ns:type.object.type ?x .	0
who is the leader of <e> right now?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_for ?x .	0
who is the leader of <e> right now?	ns:location.country.form_of_government ?y .?y ns:government.form_of_government.countries ?x .	0
who is the leader of <e> right now?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_types ?x .	0
who is the leader of <e> right now?	ns:location.country.form_of_government ?y .?y ns:type.object.type ?x .	0
who is the leader of <e> right now?	ns:location.country.form_of_government ?y .?y ns:kg.object_profile.prominent_type ?x .	0
who helped china in <e>?	ns:military.military_conflict.casualties ?y .?y ns:military.casualties.combatant ?x .	1
who helped china in <e>?	ns:military.military_conflict.military_personnel_involved ?y .?y ns:influence.influence_node.peers ?x .	0
who helped china in <e>?	ns:military.military_conflict.military_personnel_involved ?y .?y ns:influence.influence_node.influenced ?x .	0
who helped china in <e>?	ns:military.military_conflict.military_personnel_involved ?y .?y ns:influence.influence_node.influenced_by ?x .	0
who helped china in <e>?	ns:military.military_conflict.military_personnel_involved ?y .?y ns:military.military_person.participated_in_conflicts ?x .	0
who helped china in <e>?	ns:military.military_conflict.military_personnel_involved ?y .?y ns:user.robert.military.military_person.participated_in_conflicts ?x .	0
who helped china in <e>?	ns:military.military_conflict.commanders ?y .?y ns:military.military_command.military_commander ?x .	0
who helped china in <e>?	ns:military.military_conflict.commanders ?y .?y ns:military.military_command.military_combatant ?x .	0
who helped china in <e>?	ns:military.military_conflict.commanders ?y .?y ns:military.military_command.military_conflict ?x .	0
who helped china in <e>?	ns:military.military_conflict.commanders ?y .?y ns:type.object.type ?x .	0
who helped china in <e>?	ns:military.military_conflict.combatants ?y .?y ns:military.military_combatant_group.combatants ?x .	0
who helped china in <e>?	ns:military.military_conflict.combatants ?y .?y ns:military.military_combatant_group.conflict ?x .	0
who helped china in <e>?	ns:military.military_conflict.combatants ?y .?y ns:type.object.type ?x .	0
who helped china in <e>?	ns:military.military_conflict.force_strengths ?y .?y ns:military.force_strength.combatant ?x .	0
who helped china in <e>?	ns:military.military_conflict.force_strengths ?y .?y ns:military.force_strength.military_conflict ?x .	0
who helped china in <e>?	ns:military.military_conflict.force_strengths ?y .?y ns:military.force_strength.resource ?x .	0
who helped china in <e>?	ns:military.military_conflict.force_strengths ?y .?y ns:military.force_strength.date ?x .	0
who helped china in <e>?	ns:military.military_conflict.force_strengths ?y .?y ns:freebase.valuenotation.is_reviewed ?x .	0
who helped china in <e>?	ns:time.event.included_in_event ?y .?y ns:time.event.included_in_event ?x .	0
who helped china in <e>?	ns:time.event.included_in_event ?y .?y ns:time.event.includes_event ?x .	0
who helped china in <e>?	ns:time.event.included_in_event ?y .?y ns:common.topic.notable_for ?x .	0
who helped china in <e>?	ns:time.event.included_in_event ?y .?y ns:measurement_unit.time_interval.start ?x .	0
who helped china in <e>?	ns:time.event.included_in_event ?y .?y ns:visual_art.art_subject.artwork_on_the_subject ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	1
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.actor ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.character ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:type.object.type ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.first_tv_appearance ?y .?y ns:tv.tv_series_episode.guest_stars ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.first_tv_appearance ?y .?y ns:tv.tv_series_episode.next_episode ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.first_tv_appearance ?y .?y ns:tv.tv_series_episode.previous_episode ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.first_tv_appearance ?y .?y ns:tv.tv_series_episode.episode_number ?x .	0
who plays <e> in buffy the vampire slayer?	ns:tv.tv_character.first_tv_appearance ?y .?y ns:tv.tv_series_episode.season ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.characters ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.species ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.literary_series_set_here ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.locations ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:type.object.name ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.species ?y .?y ns:fictional_universe.character_species.characters_of_this_species ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.species ?y .?y ns:fictional_universe.character_species.found_in_fictional_universe ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.species ?y .?y ns:user.pak21.bbcnathist.bbc_natural_history_item.bbc_id ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.species ?y .?y ns:biology.organism_classification.scientific_name ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.species ?y .?y ns:base.ecology.food_web_member.symbiotic_with ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.parents ?y .?y ns:fictional_universe.fictional_character.children ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.parents ?y .?y ns:fictional_universe.fictional_character.gender ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.parents ?y .?y ns:type.object.name ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.parents ?y .?y ns:type.object.type ?x .	0
who plays <e> in buffy the vampire slayer?	ns:fictional_universe.fictional_character.parents ?y .?y ns:common.topic.description ?x .	0
what film <e> starred in that charles martin smith directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	1
what film <e> starred in that charles martin smith directed	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	0
what film <e> starred in that charles martin smith directed	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.actor ?x .	0
what film <e> starred in that charles martin smith directed	ns:tv.tv_actor.starring_roles ?y .?y ns:type.object.type ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.profession ?y .?y ns:common.topic.alias ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.profession ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.spouse_s ?y .?y ns:freebase.valuenotation.has_no_value ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.spouse_s ?y .?y ns:freebase.valuenotation.has_value ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.spouse_s ?y .?y ns:type.object.type ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.spouse_s ?y .?y ns:people.marriage.from ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.gender ?y .?y ns:award.award_discipline.awards_in_this_discipline ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.gender ?y .?y ns:base.firsts.first_achievement_category.firsts ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.gender ?y .?y ns:visual_art.art_subject.artwork_on_the_subject ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.gender ?y .?y ns:base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex ?x .	0
what film <e> starred in that charles martin smith directed	ns:people.person.gender ?y .?y ns:base.prison.prison_type.prisons_of_this_type ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.judges ?y .?y ns:law.judicial_tenure.judge ?x .	1
who is the present chief justice of the u.s. <e>?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.court ?x .	0
who is the present chief justice of the u.s. <e>?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.argued ?x .	0
who is the present chief justice of the u.s. <e>?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.decided ?x .	0
who is the present chief justice of the u.s. <e>?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.citation ?x .	0
who is the present chief justice of the u.s. <e>?	ns:user.rca.default_domain.court.decision ?y .?y ns:law.legal_case.court ?x .	0
who is the present chief justice of the u.s. <e>?	ns:government.governmental_body.offices_positions ?y .?y ns:law.judicial_title.judges ?x .	0
who is the present chief justice of the u.s. <e>?	ns:government.governmental_body.offices_positions ?y .?y ns:people.appointed_role.appointment ?x .	0
who is the present chief justice of the u.s. <e>?	ns:government.governmental_body.offices_positions ?y .?y ns:government.government_office_or_title.governmental_body_if_any ?x .	0
who is the present chief justice of the u.s. <e>?	ns:government.governmental_body.offices_positions ?y .?y ns:common.topic.image ?x .	0
who is the present chief justice of the u.s. <e>?	ns:government.governmental_body.offices_positions ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.legal_cases ?y .?y ns:law.legal_case.judges ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.court ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.argued ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.decided ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.citation ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.jurisdiction ?y .?y ns:freebase.valuenotation.is_reviewed ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.jurisdiction ?y .?y ns:sports.sport_country.athletic_performances ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.jurisdiction ?y .?y ns:location.statistical_region.electricity_consumption_per_capita ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.jurisdiction ?y .?y ns:location.statistical_region.major_exports ?x .	0
who is the present chief justice of the u.s. <e>?	ns:law.court.jurisdiction ?y .?y ns:location.statistical_region.energy_use_per_capita ?x .	0
which president signed the national environmental protection act which created the the <e>?	ns:organization.organization.founders ?x .	1
which president signed the national environmental protection act which created the the <e>?	ns:organization.organization.leadership ?x .	0
which president signed the national environmental protection act which created the the <e>?	ns:business.employer.employees ?x .	0
which president signed the national environmental protection act which created the the <e>?	ns:organization.organization.date_founded ?x .	0
which president signed the national environmental protection act which created the the <e>?	ns:award.award_winner.awards_won ?x .	0
which president signed the national environmental protection act which created the the <e>?	ns:base.cars_refactor.fuel_economy_source.cars_tested ?x .	0
which architectural structure did <e> attend	ns:people.person.education ?y .?y ns:education.education.institution ?x .	1
which architectural structure did <e> attend	ns:book.author.works_written ?y .?y ns:book.book.editions ?x .	0
which architectural structure did <e> attend	ns:book.author.works_written ?y .?y ns:common.topic.notable_for ?x .	0
which architectural structure did <e> attend	ns:book.author.works_written ?y .?y ns:book.written_work.author ?x .	0
which architectural structure did <e> attend	ns:book.author.works_written ?y .?y ns:common.topic.notable_types ?x .	0
which architectural structure did <e> attend	ns:book.author.works_written ?y .?y ns:type.object.name ?x .	0
which architectural structure did <e> attend	ns:people.person.nationality ?y .?y ns:common.topic.notable_for ?x .	0
which architectural structure did <e> attend	ns:people.person.nationality ?y .?y ns:common.topic.notable_types ?x .	0
which architectural structure did <e> attend	ns:people.person.nationality ?y .?y ns:common.topic.webpage ?x .	0
which architectural structure did <e> attend	ns:people.person.nationality ?y .?y ns:location.location.contains ?x .	0
which architectural structure did <e> attend	ns:people.person.nationality ?y .?y ns:common.topic.article ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_types ?y .?y ns:freebase.type_profile.published ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_types ?y .?y ns:type.type.properties ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_types ?y .?y ns:freebase.documented_object.documentation ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_types ?y .?y ns:freebase.type_hints.included_types ?x .	0
which architectural structure did <e> attend	ns:common.topic.notable_types ?y .?y ns:type.type.expected_by ?x .	0
which architectural structure did <e> attend	ns:people.person.gender ?y .?y ns:common.topic.notable_for ?x .	0
which architectural structure did <e> attend	ns:people.person.gender ?y .?y ns:base.gender.gender_identity.people ?x .	0
which architectural structure did <e> attend	ns:people.person.gender ?y .?y ns:award.award_discipline.awards_in_this_discipline ?x .	0
which architectural structure did <e> attend	ns:people.person.gender ?y .?y ns:common.topic.notable_types ?x .	0
which architectural structure did <e> attend	ns:people.person.gender ?y .?y ns:biology.hybrid_parent_gender.hybrids ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	1
who is the <e> 2012?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
who is the <e> 2012?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
who is the <e> 2012?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
who is the <e> 2012?	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.category ?y .?y ns:government.government_office_category.officeholders ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.category ?y .?y ns:organization.role.governors ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.category ?y .?y ns:organization.role.leaders ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.category ?y .?y ns:business.job_title.people_with_this_title ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.category ?y .?y ns:organization.organization_committee_title.members_with_this_title ?x .	0
who is the <e> 2012?	ns:common.topic.notable_types ?y .?y ns:common.topic.article ?x .	0
who is the <e> 2012?	ns:common.topic.notable_types ?y .?y ns:common.topic.description ?x .	0
who is the <e> 2012?	ns:common.topic.notable_types ?y .?y ns:type.object.permission ?x .	0
who is the <e> 2012?	ns:common.topic.notable_types ?y .?y ns:freebase.type_hints.enumeration ?x .	0
who is the <e> 2012?	ns:common.topic.notable_types ?y .?y ns:type.type.expected_by ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:government.governmental_jurisdiction.governing_officials ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:government.political_district.representatives ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:common.topic.notable_for ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:common.topic.notable_types ?x .	0
who is the <e> 2012?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:location.location.events ?x .	0
who is the <e> 2012?	ns:common.topic.image ?y .?y ns:common.image.appears_in_topic_gallery ?x .	0
who is the <e> 2012?	ns:common.topic.image ?y .?y ns:type.content.length ?x .	0
who is the <e> 2012?	ns:common.topic.image ?y .?y ns:common.image.rights_holder_text_attribution ?x .	0
who is the <e> 2012?	ns:common.topic.image ?y .?y ns:common.licensed_object.license ?x .	0
who is the <e> 2012?	ns:common.topic.image ?y .?y ns:type.content.source ?x .	0
who is <e> dating now 2012?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:celebrities.romantic_relationship.celebrity ?x .	1
who is <e> dating now 2012?	ns:base.popstra.celebrity.dated ?y .?y ns:base.popstra.dated.participant ?x .	0
who is <e> dating now 2012?	ns:base.popstra.celebrity.dated ?y .?y ns:type.object.type ?x .	0
who is <e> dating now 2012?	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.person ?x .	0
who is <e> dating now 2012?	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.to ?x .	0
who is <e> dating now 2012?	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.from ?x .	0
who is <e> dating now 2012?	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.program ?x .	0
who is <e> dating now 2012?	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.seasons ?x .	0
who is <e> dating now 2012?	ns:people.person.parents ?y .?y ns:people.person.spouse_s ?x .	0
who is <e> dating now 2012?	ns:people.person.parents ?y .?y ns:tv.tv_personality.tv_regular_appearances ?x .	0
who is <e> dating now 2012?	ns:people.person.parents ?y .?y ns:people.person.parents ?x .	0
who is <e> dating now 2012?	ns:people.person.parents ?y .?y ns:award.award_winner.awards_won ?x .	0
who is <e> dating now 2012?	ns:people.person.parents ?y .?y ns:people.family_member.family ?x .	0
who is <e> dating now 2012?	ns:people.family_member.family ?y .?y ns:common.topic.notable_for ?x .	0
who is <e> dating now 2012?	ns:people.family_member.family ?y .?y ns:people.family.members ?x .	0
who is <e> dating now 2012?	ns:people.family_member.family ?y .?y ns:type.object.name ?x .	0
who is <e> dating now 2012?	ns:people.family_member.family ?y .?y ns:common.topic.notable_types ?x .	0
who is <e> dating now 2012?	ns:people.family_member.family ?y .?y ns:type.object.type ?x .	0
who won <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	1
who won <e> 2012?	ns:government.political_appointer.appointees ?y .?y ns:government.government_position_held.office_holder ?x .	0
who won <e> 2012?	ns:government.political_appointer.appointees ?y .?y ns:government.government_position_held.appointed_by ?x .	0
who won <e> 2012?	ns:government.political_appointer.appointees ?y .?y ns:government.government_position_held.office_position_or_title ?x .	0
who won <e> 2012?	ns:government.political_appointer.appointees ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .	0
who won <e> 2012?	ns:government.political_appointer.appointees ?y .?y ns:government.government_position_held.basic_title ?x .	0
who won <e> 2012?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_holder ?x .	0
who won <e> 2012?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.appointed_by ?x .	0
who won <e> 2012?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .	0
who won <e> 2012?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.governmental_body ?x .	0
who won <e> 2012?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .	0
who won <e> 2012?	ns:people.person.religion ?y .?y ns:religion.religion.deities ?x .	0
who won <e> 2012?	ns:people.person.religion ?y .?y ns:religion.religion.collective_term_for_adherents ?x .	0
who won <e> 2012?	ns:people.person.religion ?y .?y ns:base.popstra.religion.membership ?x .	0
who won <e> 2012?	ns:people.person.religion ?y .?y ns:religion.religion.places_of_worship ?x .	0
who won <e> 2012?	ns:people.person.religion ?y .?y ns:base.ontologies.ontology_instance.equivalent_instances ?x .	0
who won <e> 2012?	ns:people.person.nationality ?y .?y ns:sports.sport_country.athletic_performances ?x .	0
who won <e> 2012?	ns:people.person.nationality ?y .?y ns:common.topic.notable_for ?x .	0
who won <e> 2012?	ns:people.person.nationality ?y .?y ns:common.topic.notable_types ?x .	0
who won <e> 2012?	ns:people.person.nationality ?y .?y ns:location.location.contains ?x .	0
who won <e> 2012?	ns:people.person.nationality ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who won <e> 2012?	ns:people.person.gender ?y .?y ns:award.award_discipline.awards_in_this_discipline ?x .	0
who won <e> 2012?	ns:people.person.gender ?y .?y ns:base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex ?x .	0
who won <e> 2012?	ns:people.person.gender ?y .?y ns:base.gender.gender_identity.people ?x .	0
who won <e> 2012?	ns:people.person.gender ?y .?y ns:user.maxim75.default_domain.dbpedia_import.geocode_checked ?x .	0
who won <e> 2012?	ns:people.person.gender ?y .?y ns:common.topic.notable_for ?x .	0
what national soccer team does <e> play for	ns:base.x2010fifaworldcupsouthafrica.world_cup_participant.world_cup_team ?y .?y ns:base.x2010fifaworldcupsouthafrica.current_world_cup_squad.national_team ?x .	1
what national soccer team does <e> play for	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.from ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.player ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.position ?x .	0
what national soccer team does <e> play for	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	0
what national soccer team does <e> play for	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.salary ?x .	0
what national soccer team does <e> play for	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.athlete ?x .	0
what national soccer team does <e> play for	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.date ?x .	0
what national soccer team does <e> play for	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.currency ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.team ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.match ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.player ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.part_of_starting_lineup ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.shirt_number ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.team ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.player ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.from ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.appearances ?x .	0
what national soccer team does <e> play for	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.to ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
what national soccer team does <e> play for	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:freebase.valuenotation.has_no_value ?x .	0
what money do they have in Greek before 2002?	ns:location.country.currency_formerly_used ?x .	1
what money do they have in Greek before 2002?	ns:location.country.currency_used ?x .	0
what money do they have in Greek before 2002?	ns:location.statistical_region.consumer_price_index ?x .	0
what money do they have in Greek before 2002?	ns:location.statistical_region.diesel_price_liter ?x .	0
what money do they have in Greek before 2002?	ns:location.country.iso_numeric ?x .	0
what money do they have in Greek before 2002?	ns:location.country.calling_code ?x .	0
what year did <e> enter the nba?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.season ?x .	1
what year did <e> enter the nba?	ns:olympics.olympic_athlete.medals_won ?y .?y ns:olympics.olympic_medal_honor.olympics ?x .	0
what year did <e> enter the nba?	ns:olympics.olympic_athlete.medals_won ?y .?y ns:olympics.olympic_medal_honor.medal ?x .	0
what year did <e> enter the nba?	ns:olympics.olympic_athlete.medals_won ?y .?y ns:olympics.olympic_medal_honor.event ?x .	0
what year did <e> enter the nba?	ns:olympics.olympic_athlete.medals_won ?y .?y ns:olympics.olympic_medal_honor.country ?x .	0
